,index,order,subject,threshold,day,lp_duration,lp_met,ipi,past_he_duration,rew_dummy,gcamp_lp,gcamp_lp_per_sec,gcamp_lp_mod,gcamp_lp_mod_per_sec,gcamp_zscore,gcamp_mod_zscore,gcamp_lp_per_sec_zscore,gcamp_lp_mod_per_sec_zscore
288,520,61,3201,1600,6,332.2432000041008,0,1617.8047999963164,0.0,0.0,2906541,8748233.22182102,2906541.0,8748233.22182102,-0.2898512209776894,-0.2898512209776894,-1.0,-0.7313653113629494
289,521,62,3201,1600,6,61.99679999798536,0,589.7727999985218,0.0,0.0,672426,10846140.446310954,672426.0,10846140.446310954,-0.3164462063324743,-0.3164462063324743,0.0,0.1516221181356225
290,522,63,3201,1600,6,1700.179200001061,1,7319.359999999404,0.0,0.0,14055785,8267237.359444951,14055785.0,8267237.359444951,-0.1571302191953623,-0.1571302191953623,-1.0,-0.9338114897072536
291,523,64,3201,1600,6,418.2719999998808,0,11800.230400003493,3301.273599997163,1.0,3402205,8133953.503942338,3402205.0,8133953.503942338,-0.2839508188851856,-0.2839508188851856,-1.0,-0.9899092844953548
292,524,65,3201,1600,6,459.14240000396967,0,24911.27039999515,0.0,0.0,3824845,8330411.218756819,3824845.0,8330411.218756819,-0.2789196971164555,-0.2789196971164555,-1.0,-0.9072222664117128
293,525,66,3201,1600,6,2691.436799995601,1,49433.2928000018,3248.102400019765,0.0,21927185,8147018.350955087,21927185.0,8147018.350955087,-0.0634287903424815,-0.0634287903424815,-1.0,-0.9844104256583612
294,526,67,3201,1600,6,1221.0623999983072,0,54200.80640000105,700.2496000006795,1.0,10100507,8271900.764460525,10100507.0,8271900.764460525,-0.2042139908383185,-0.2042139908383185,-1.0,-0.9318487108201112
295,527,68,3201,1600,6,2228.67840000242,1,1482.6623999997971,0.0,0.0,18189277,8161463.313854637,18189277.0,8161463.313854637,-0.1079249816833629,-0.1079249816833629,-1.0,-0.978330690334042
296,528,69,3201,1600,6,119.25119999796152,0,33528.92159999907,929.6895999982952,1.0,1191289,9989744.338173231,1191289.0,9989744.338173231,-0.3102696425091528,-0.3102696425091528,-0.0,-0.208826136834737
297,529,70,3201,1600,6,1659.4240000024438,1,1920.947200000286,0.0,0.0,13869201,8357840.43136629,13869201.0,8357840.43136629,-0.1593513218456007,-0.1593513218456007,-1.0,-0.8956775948206729
298,530,71,3201,1600,6,1008.0447999984026,0,24624.37120000273,1040.4095999971032,1.0,8574443,8506013.820034176,8574443.0,8506013.820034176,-0.2223803116098385,-0.2223803116098385,-1.0,-0.8333129496863965
299,531,72,3201,1600,6,1597.945600003004,0,2502.566399998963,0.0,0.0,12967131,8114876.376251871,12967131.0,8114876.376251871,-0.1700895955866528,-0.1700895955866528,-1.0,-0.997938650019713
300,532,73,3201,1600,6,451.14240000396967,0,19950.975999996062,1159.027199998498,1.0,3810219,8445712.484498184,3810219.0,8445712.484498184,-0.2790938055467732,-0.2790938055467732,-1.0,-0.8586931574661766
301,533,74,3201,1600,6,1470.8031999990344,0,417.75359999388456,0.0,0.0,12133476,8249557.79264552,12133476.0,8249557.79264552,-0.1800134547057865,-0.1800134547057865,-1.0,-0.9412526363226258
302,534,75,3201,1600,6,819.654399998486,0,37231.65440000594,0.0,0.0,6829891,8332647.271841176,6829891.0,8332647.271841176,-0.2431475213956645,-0.2431475213956645,-1.0,-0.9062811348201296
303,535,76,3201,1600,6,1438.1631999984384,0,9400.051200002432,0.0,0.0,11728109,8154922.195208955,11728109.0,8154922.195208955,-0.1848389580609464,-0.1848389580609464,-1.0,-0.9810837794466458
304,632,1,3203,1600,2,160.23680000007153,0,,610.2911999970675,0.0,3708669,23144926.75838724,2419953.2,15102356.01309387,-0.8011082213804617,-0.8785763267012349,2.0,1.4136994418138893
305,633,2,3203,1600,2,459.3087999969721,0,1761.164800003171,0.0,0.0,9326749,20306053.35682984,6216783.9,13535085.546022596,-0.2506602764010849,-0.4842668928649462,2.0,0.9036228888237138
306,634,3,3203,1600,2,430.5087999999523,0,4460.364799998701,0.0,0.0,8982249,20864263.40181895,5939247.0,13795878.272408502,-0.2844136791730987,-0.5130897260525515,2.0,0.9884992759660126
307,635,4,3203,1600,2,332.2559999972582,0,1298.4064000025392,0.0,0.0,7014452,21111588.654705662,4647207.5,13986827.927978272,-0.4772143895201536,-0.647270942965679,2.0,1.0506448622920903
308,636,5,3203,1600,2,291.2703999951482,0,8740.646400004625,0.0,0.0,6235478,21407867.054475386,4142298.7,14221488.692531062,-0.5535366628755286,-0.6997068609187655,2.0,1.1270164627400956
309,637,6,3203,1600,2,1241.5296000018716,0,389.13279999792576,0.0,0.0,25229697,20321462.33159641,16694508.8,13446726.360752763,1.3074779212952614,0.6038684757232254,2.0,0.8748659195613006
310,638,7,3203,1600,2,450.98879999667406,0,8818.419200003147,0.0,0.0,9510150,21087330.77200617,6188431.2,13721917.706261529,-0.2326910229270933,-0.4872113847235719,2.0,0.964428414279996
311,639,8,3203,1600,2,287.11039999872446,0,950.3232000023128,0.0,0.0,6137099,21375397.75649808,4130332.0,14385866.90004385,-0.5631756353321554,-0.700949629710613,2.0,1.18051422923059
312,640,9,3203,1600,2,639.4047999978065,0,7671.603200003505,1908.671999998391,0.0,13185195,20621044.75919673,8730194.4,13653626.622806003,0.1273823416310356,-0.2232435421916639,2.0,0.9422027160480568
313,641,10,3203,1600,2,1102.27840000391,0,208.8703999966383,0.0,0.0,22422846,20342271.06320913,14730744.9,13363905.97869626,1.0324684225317498,0.3999271644614032,2.0,0.8479115834181249
314,642,11,3203,1600,2,377.363199993968,0,8150.784000001848,0.0,0.0,7948312,21062763.93704275,5249087.8,13909909.074557096,-0.3857167038520178,-0.5847643159701126,2.0,1.0256112101960693
315,643,12,3203,1600,2,979.4111999943852,0,352.26880000531673,0.0,0.0,19872930,20290690.978532743,13124942.4,13400849.816783026,0.7826328876034412,0.2331609521496724,2.0,0.8599351530453501
316,644,13,3203,1600,2,209.38879999518397,0,1351.5136000066996,0.0,0.0,4621573,22071729.72053089,3000118.6,14327980.293449337,-0.7116637615715139,-0.8183248410594328,2.0,1.1616747236210667
317,645,14,3203,1600,2,893.4079999998212,0,1007.667199999094,0.0,0.0,17998613,20146017.273187168,11858345.9,13273158.400196074,0.5989911557502261,0.1016220481858942,2.0,0.8183772988092419
318,646,15,3203,1600,2,532.8703999966383,0,716.7872000038624,0.0,0.0,11258467,21127964.69849146,7273760.9,13650150.017801492,-0.0613945124070386,-0.3744974468772757,2.0,0.9410712363615132
319,647,16,3203,1600,2,586.1568000018597,0,7560.972800001502,0.0,0.0,12329854,21035077.985891968,8003520.6,13654231.427451847,0.0435777863903475,-0.2987102556960783,2.0,0.9423995529536616
320,648,17,3203,1600,2,500.14079999923706,0,1351.667199999094,0.0,0.0,10274474,20543163.045317784,6894811.8,13785741.53520472,-0.1578041264965659,-0.41385216582057,2.0,0.9852002206465216
321,649,18,3203,1600,2,373.2672000005841,0,7880.499200001359,966.6560000032188,0.0,7908869,21188223.8781967,5189669.4,13903363.06000602,-0.3895812480190324,-0.5909350508578857,2.0,1.0234807747618615
322,650,19,3203,1600,2,414.124800004065,0,245.75999999791384,0.0,0.0,8695623,20997590.581183847,5725170.3,13824746.308223516,-0.3124967062353083,-0.5353220743040923,2.0,0.9978945325662568
323,651,20,3203,1600,2,1610.195199996233,1,3448.7167999967933,0.0,0.0,32185296,19988443.63719088,21463246.8,13329593.0829071,1.9889732320866007,1.099112675285138,2.0,0.836744268028107
324,652,21,3203,1600,2,786.7968000024557,0,13131.39200000465,151.64160000532866,1.0,15961834,20287110.97954412,10566873.0,13430243.996883336,0.3994317306571071,-0.032500326038985,2.0,0.8695016461162981
325,653,22,3203,1600,2,610.8991999998689,0,6782.822399996221,0.0,0.0,12302437,20138243.756093707,8185976.5,13399880.86414544,0.0408915250150201,-0.2797617988609893,2.0,0.8596198022288988
326,654,23,3203,1600,2,1831.3024000003932,1,3596.1216000020504,0.0,0.0,36837507,20115469.187389307,24295428.3,13266748.46273056,2.4447873152894832,1.39324111345506,2.0,0.816291150390072
327,655,24,3203,1600,2,446.8928000032902,0,32992.268799997866,319.3728000000119,1.0,9238784,20673378.49240798,6133831.6,13725510.010353357,-0.2592789065167313,-0.4928816763601434,2.0,0.9655975488530972
328,656,25,3203,1600,2,602.5024000033736,0,8023.884799994528,98.2656000033021,0.0,12610016,20929403.7665732,8266195.7,13719772.2365151,0.0710274840025766,-0.2714308539666594,2.0,0.9637301596801712
329,657,26,3203,1600,2,561.6447999998927,0,15285.862399995329,0.0,0.0,11370282,20244613.67754526,7604354.4,13539437.024969256,-0.0504391082533297,-0.3401645660841034,2.0,0.905039100912282
330,658,27,3203,1600,2,1090.0416000038383,0,7380.7232000008225,0.0,0.0,22079684,20255817.75954445,14660660.0,13449633.481830765,0.9988461142529406,0.3926486894850306,2.0,0.8758120576591887
331,659,28,3203,1600,2,1040.915199995041,0,6360.806400001049,0.0,0.0,21047722,20220400.278620467,13887925.3,13342033.337649569,0.8977365960195214,0.3123984476023325,2.0,0.8407930154464229
332,660,29,3203,1600,2,1081.7983999997375,0,2527.07840000093,0.0,0.0,21885884,20231019.01426856,14414391.6,13324471.176887942,0.9798579881071748,0.367073160564089,2.0,0.8350773163296722
333,661,30,3203,1600,2,643.500799998641,0,6778.700800001621,0.0,0.0,13060011,20295252.15823754,8593490.7,13354281.30006699,0.1151170703026996,-0.2374405298398955,2.0,0.8447791802994538
334,662,31,3203,1600,2,758.2784000039101,0,258.0223999992013,0.0,0.0,15597097,20569090.455325607,10232291.5,13494109.155617826,0.3636955481698619,-0.0672473696290761,2.0,0.8902869034843726
335,663,32,3203,1600,2,180.64000000059605,0,5971.801600001752,0.0,0.0,3947122,21850763.950326484,2613852.1,14469951.837861909,-0.7777450859633498,-0.8584394885007646,2.0,1.2078801218073665
336,664,33,3203,1600,2,381.3951999992132,0,2109.427199997008,0.0,0.0,7961151,20873757.71907046,5255348.4,13779272.523646971,-0.3844587649893476,-0.5841141385362133,2.0,0.983094846248192
337,665,34,3203,1600,2,463.2767999991775,0,27417.85599999875,0.0,0.0,9348171,20178370.684689146,6218435.3,13422721.146431334,-0.2485613928185534,-0.4840953912493916,2.0,0.8670532942154368
338,666,35,3203,1600,2,528.7871999964118,0,3399.577600002289,0.0,0.0,10865773,20548479.615379747,7152422.5,13526088.566532122,-0.0998698643610391,-0.3870987134564259,2.0,0.9006947737457848
339,667,36,3203,1600,2,1487.1744000017643,0,8572.761600002646,0.0,0.0,29625132,19920415.52084601,19592946.3,13174612.40589991,1.7381336191565282,0.9048777489665304,2.0,0.7863049780849782
340,668,37,3203,1600,2,1929.5552000030875,1,3461.10719999671,0.0,0.0,38236376,19816160.74001864,25103318.6,13009899.17259679,2.58184562815533,1.4771423437087106,2.0,0.7326981756597901
341,669,38,3203,1600,2,909.804800003767,0,11361.97119999677,131.25119999796152,1.0,18580503,20422515.90662422,12202673.1,13412407.914257511,0.6560035433815965,0.1373812047072619,2.0,0.8636967976643085
342,670,39,3203,1600,2,659.8848000019789,0,6397.811200000346,0.0,0.0,13653383,20690555.381725803,8990971.1,13625061.677391322,0.173254440722541,-0.1961612935850312,2.0,0.9329061018390868
343,671,40,3203,1600,2,741.8815999999642,0,3211.1103999987245,0.0,0.0,14943690,20142958.121620376,9888089.9,13328393.506457737,0.2996760716965579,-0.1029934823070906,2.0,0.8363538594590726
344,672,41,3203,1600,2,250.2592000067234,0,299.0207999944687,0.0,0.0,5533657,22111702.586164,3586600.6,14331543.455360051,-0.6222996436791789,-0.7574173622573955,2.0,1.162834373715515
345,673,42,3203,1600,2,1622.4319999963045,1,6487.948799997568,0.0,0.0,32459322,20006583.94316306,21361317.6,13166232.914568163,2.0158217370154943,1.0885270979130983,2.0,0.7835778278297352
346,674,43,3203,1600,2,950.7520000040532,0,14257.715199999511,130.90559999644756,1.0,19089835,20078669.305895355,12622405.3,13276233.234267391,0.7059068471281142,0.1809713405921357,2.0,0.8193780199974906
347,675,44,3203,1600,2,16.915200002491474,0,7044.838399998844,0.0,0.0,528388,31237466.889080398,463799.5,27419096.42993793,-1.1127056249252594,-1.0817273015244635,4.0,5.422248462480715
348,676,45,3203,1600,2,430.53440000116825,0,270.33599999547005,0.0,0.0,8885590,20638513.43812687,5850937.6,13589942.17415408,-0.2938841295607332,-0.522260856468354,2.0,0.9214762717425276
349,677,46,3203,1600,2,741.7535999938846,0,4100.006400004029,0.0,0.0,14826142,19987960.961864203,9769436.2,13170729.741089957,0.2881589599721902,-0.1153159367345638,2.0,0.7850413440637374
350,678,47,3203,1600,2,361.1455999985337,0,1347.5456000044942,0.0,0.0,7300352,20214428.751256112,4874536.1,13497426.245868122,-0.4492024944475303,-0.6236623550028826,2.0,0.8913664682413034
351,679,48,3203,1600,2,713.2736000046134,0,298.7647999972105,0.0,0.0,14614765,20489704.090976413,9618801.1,13485429.854599675,0.2674486754504486,-0.1309597317020014,2.0,0.8874621785637434
352,680,49,3203,1600,2,668.166400000453,0,180.10880000144243,0.0,0.0,13197048,19751139.83581193,8748398.4,13093143.26490238,0.1285436742378765,-0.221353015723482,2.0,0.7597904105689164
353,681,50,3203,1600,2,2011.5775999948385,1,3379.0975999981165,0.0,0.0,39878733,19824605.82186953,26315814.6,13082177.192700658,2.7427603954018798,1.6030627886968858,2.0,0.7562214437402695
354,682,51,3203,1600,2,1311.1616000011563,0,10649.203200004997,348.26240000128746,1.0,19510664,14880441.892122827,15745658.9,12008938.410022162,0.7471388086234518,0.5053282730050428,1.0,0.4069301437982768
355,683,52,3203,1600,2,397.8687999993562,0,5529.420800000429,0.0,0.0,4569917,11485989.853960386,4569885.0,11485909.425437214,-0.7167249104063212,-0.6553010590300604,-0.0,0.2367075643671865
356,684,53,3203,1600,2,238.12479999661448,0,790.4255999997258,0.0,0.0,2825148,11864148.547485044,2825148.0,11864148.547485044,-0.8876737951701057,-0.8364959326027022,-0.0,0.3598075089100793
357,685,54,3203,1600,2,729.5424000024796,0,1544.166400000453,0.0,0.0,8353018,11449667.627229905,8351511.0,11447601.948799158,-0.3460644407975893,-0.2625706675905397,-0.0,0.2242401912826895
358,686,55,3203,1600,2,217.5168000012636,0,3379.0975999981165,0.0,0.0,2635462,12116130.799941383,2634838.0,12113262.056009896,-0.906258840041549,-0.8562600554416225,-0.0,0.4408828321560361
359,687,56,3203,1600,2,721.4400000050664,0,171.98079999536276,0.0,0.0,8288505,11488834.83025864,8286734.0,11486380.01766163,-0.3523852920981145,-0.269297905177302,-0.0,0.2368607211226649
360,688,57,3203,1600,2,623.1231999993324,0,6049.53599999845,0.0,0.0,7248013,11631749.548095409,7244997.0,11626909.413752789,-0.4543305622201992,-0.3774846427835677,-0.0,0.2825967644272504
361,689,58,3203,1600,2,549.4208000004292,0,126.87359999865294,0.0,0.0,6374128,11601541.113833006,6373244.0,11599932.146717092,-0.5399520205116979,-0.468018158506322,-0.0,0.273816868635315
362,690,59,3203,1600,2,373.13920000195503,0,3850.112000003457,0.0,0.0,4459735,11951933.755490266,4459612.0,11951604.11979399,-0.7275203165724345,-0.6667531588556936,-0.0,0.3882703925031648
363,691,60,3203,1600,2,500.1279999986291,0,204.90239999443293,0.0,0.0,5834047,11665107.732452476,5834047.0,11665107.732452476,-0.592868048153242,-0.5240149833835085,-0.0,0.2950286114770869
364,692,61,3203,1600,2,1032.6463999971747,0,1261.5424000024796,0.0,0.0,11747210,11375830.100247422,11747191.0,11375811.70091925,-0.0135084766131276,0.0900783610556965,-0.0,0.2008756712803942
365,693,62,3203,1600,2,790.8928000032902,0,3256.230400003493,0.0,0.0,9128499,11542018.083818724,9122550.0,11534496.204747409,-0.2700844044113947,-0.1824965279783367,-0.0,0.252520391465083
366,694,63,3203,1600,2,98.7584000006318,0,254.00319999456408,0.0,0.0,1336496,13532985.54848448,1332587.0,13493404.105285978,-1.033528862059406,-0.9915017596668704,0.0,0.8900574410842895
367,695,64,3203,1600,2,573.8815999999642,0,2387.9552000015974,0.0,0.0,6626997,11547672.89977656,6607927.0,11514443.048880486,-0.5151764350093572,-0.4436457995120161,-0.0,0.2459939846730965
368,696,65,3203,1600,2,754.1440000012517,0,1286.054399996996,0.0,0.0,8736391,11584513.03727869,8726648.0,11571593.753958814,-0.3085023412884013,-0.2236118438323342,-0.0,0.2645939871996458
369,697,66,3203,1600,2,1188.294399999082,0,1806.3104000017047,36.902399994432926,0.0,13445138,11314652.32858994,13445138.0,11314652.32858994,0.1528510231310809,0.2664139875702064,-0.0,0.1809710265644938
370,698,67,3203,1600,2,283.0527999997139,0,131.07200000435114,0.0,0.0,3347256,11825553.394996917,3347256.0,11825553.394996917,-0.8365187251715844,-0.7822738389282602,-0.0,0.3472465101821049
371,699,68,3203,1600,2,549.4079999998212,0,1347.5455999970436,0.0,0.0,6364204,11583748.325474096,6364204.0,11583748.325474096,-0.5409243536586048,-0.4689569829005411,-0.0,0.2685497574842555
372,700,69,3203,1600,2,320.0063999965787,0,2420.569600000977,0.0,0.0,3715666,11611224.02564363,3715666.0,11611224.02564363,-0.8004226696846829,-0.7440136292961512,-0.0,0.2774918710044938
373,701,70,3203,1600,2,131.47520000487566,0,819.1616000011563,0.0,0.0,1670768,12707856.690372337,1670768.0,12707856.690372337,-1.000777577730214,-0.9563808998813156,0.0,0.6343968349361663
374,702,71,3203,1600,2,500.166400000453,0,458.77759999781847,0.0,0.0,5823057,11642239.462696267,5823057.0,11642239.462696267,-0.5939448257917455,-0.5251563196769231,-0.0,0.2875860108186995
375,703,72,3203,1600,2,61.984000004827976,0,122.86719999462366,0.0,0.0,906963,14632211.537321826,906963.0,14632211.537321826,-1.0756136236062024,-1.0357037722736313,0.0,1.2606884085253565
376,704,73,3203,1600,2,110.98240000009535,0,278.515199996531,0.0,0.0,1507689,13584937.791926509,1507689.0,13584937.791926509,-1.0167557233634716,-0.973317021937163,0.0,0.9198475687904104
377,705,74,3203,1600,2,70.13759999722242,0,266.27840000391006,0.0,0.0,1101502,15704871.567370731,1101502.0,15704871.567370731,-1.0565530917575383,-1.0155004582440967,1.0,1.6097913503297216
378,706,75,3203,1600,2,578.3744000047445,0,2871.193599998951,0.0,0.0,6597611,11407162.903382098,6597611.0,11407162.903382098,-0.518055614962502,-0.4447171393848883,-0.0,0.2110790877425379
379,707,76,3203,1600,2,201.1199999973178,0,212.67199999839067,0.0,0.0,2457094,12217054.49499189,2457094.0,12217054.49499189,-0.9237349705078438,-0.874719170831676,0.0,0.4746626363536548
380,887,1,3203,1600,3,827.7823999971151,0,,0.0,0.0,20264480,24480443.16969124,14191239.2,17143683.17090271,-0.4256164714488378,-0.433815701627351,1.0,0.9804412618731464
381,888,2,3203,1600,3,1360.2496000006795,0,2768.8831999972463,69.63199999928474,0.0,32988307,24251657.195843708,23032993.1,16932916.6499946,-0.1368925435707493,-0.1508604393461228,1.0,0.9224164036550588
382,889,3,3203,1600,3,1651.1552000045776,1,2428.838399998844,130.9952000007033,0.0,39925916,24180595.50058608,27802703.7,16838334.579282988,0.0205328694407901,0.0017806236253938,1.0,0.8963775848741236
383,890,4,3203,1600,3,430.62399999797344,0,13381.196800000966,315.4048000052572,1.0,10738166,24936292.45014336,7505785.0,17430020.156877745,-0.6417837296393197,-0.6477647063186192,1.0,1.0592709685182526
384,891,5,3203,1600,3,1659.308799996972,1,4259.622400000691,0.0,0.0,39893769,24042401.87243797,28013908.5,16882878.280432865,0.0198034027394984,0.0085396343663572,1.0,0.9086406422733456
385,892,6,3203,1600,3,1233.2991999983788,0,17059.39200000465,1630.054399996996,1.0,29796620,24160090.268475942,20920072.9,16962690.72421964,-0.209317012026461,-0.2184784590435842,1.0,0.9306133242477552
386,893,7,3203,1600,3,959.0336000025272,0,1658.7903999984264,0.0,0.0,22949076,23929376.40551856,16367604.1,17066768.150726803,-0.3646987065432159,-0.3641673142073891,1.0,0.9592662520977838
387,894,8,3203,1600,3,381.3951999992132,0,1429.4143999964,0.0,0.0,9355666,24530109.45082502,6704465.4,17578788.091758445,-0.6731548595903524,-0.6734086679300241,1.0,1.1002273703777956
388,895,9,3203,1600,3,1454.5216000005605,0,528.4096000045538,0.0,0.0,34277058,23565863.855158143,24509044.8,16850244.64400567,-0.1076487279501177,-0.1036235901148687,1.0,0.8996564728774191
389,896,10,3203,1600,3,307.679999999702,0,1638.310399994254,0.0,0.0,7889925,25643281.98130409,5526161.1,17960742.004697584,-0.7064148605925632,-0.7111169559037029,1.0,1.2053807958300282
390,897,11,3203,1600,3,1061.280000001192,0,1921.024000003934,0.0,0.0,25463621,23993310.907556344,18041574.3,16999825.022595108,-0.3076396700421531,-0.3105966445926241,1.0,0.9408365437087064
391,898,12,3203,1600,3,950.777600005269,0,1580.915199995041,0.0,0.0,22560737,23728721.62730272,16080146.5,16912626.56998954,-0.3735107378155877,-0.3733665795932683,1.0,0.9168304642446882
392,899,13,3203,1600,3,1278.3935999944806,0,139.27679999917746,0.0,0.0,30641755,23968952.128774967,21684846.2,16962574.1243492,-0.1901395509695597,-0.1940040581345993,1.0,0.9305812238414792
393,900,14,3203,1600,3,319.9167999997735,0,1929.190400004387,0.0,0.0,7777287,24310342.564083867,5649406.7,17658987.274203792,-0.7089707964590546,-0.7071728299455028,1.0,1.1223065230370868
394,901,15,3203,1600,3,1470.8031999990344,0,991.2448000013828,0.0,0.0,35134031,23887649.27899468,24797651.9,16859938.773600902,-0.088202643792775,-0.0943875382409612,1.0,0.902325305161064
395,902,16,3203,1600,3,2892.2047999948263,1,2719.705600000918,0.0,0.0,68932945,23834046.95273423,48698496.5,16837845.127733387,0.6787486207987442,0.6704912209988628,1.0,0.8962428369234157
396,903,17,3203,1600,3,287.1488000005484,0,14020.18560000509,159.6287999972701,1.0,7205557,25093460.254705016,5065876.2,17641989.797590397,-0.7219442620119688,-0.7258470689645956,1.0,1.1176270503850354
397,904,18,3203,1600,3,979.4112000018358,0,11542.233599998057,0.0,0.0,23320756,23810995.830919933,16464378.8,16810486.545354128,-0.3562646945503046,-0.3610703143439698,1.0,0.8887109108055267
398,905,19,3203,1600,3,688.5183999985456,0,2101.1840000003576,0.0,0.0,16763817,24347667.397175454,11813519.7,17157885.250452206,-0.5050520981307703,-0.5099078720680699,1.0,0.984351150638738
399,906,20,3203,1600,3,1991.0719999969008,1,4190.131200000644,0.0,0.0,46815027,23512473.18031336,33232679.4,16690847.643908272,0.1768577854828069,0.1755515989037484,1.0,0.8557738472536253
400,907,21,3203,1600,3,1941.8687999993565,1,18738.63679999858,3759.8464000076056,1.0,46452692,23921642.903998148,32557428.4,16766028.889289942,0.1686358264442482,0.1539421053607692,1.0,0.8764715419592876
401,908,22,3203,1600,3,811.3728000000119,0,98.3936000019312,0.0,1.0,19938885,24574258.58988582,13883316.1,17110896.61866875,-0.4330047412907231,-0.443669907309659,1.0,0.9714149941497972
402,909,23,3203,1600,3,356.7551999986172,0,12013.260800004004,182.08000000566244,0.0,9036845,25330660.91267914,6270226.2,17575710.73953317,-0.6803894165683764,-0.6873052622164575,1.0,1.0993801631183635
403,910,24,3203,1600,3,1380.716800004244,0,438.348799996078,0.0,0.0,33238492,24073359.57663283,23279740.4,16860619.35360564,-0.1312154469003702,-0.1429639916754085,1.0,0.9025126715326812
404,911,25,3203,1600,3,2412.934399999678,1,1138.6752000004053,0.0,0.0,57822422,23963528.39099468,40426865.6,16754233.18595209,0.4266331337412855,0.4057811287169445,1.0,0.8732241380983116
405,912,26,3203,1600,3,4059.526399999857,1,11988.62079999596,208.87040000408888,1.0,95321352,23480904.570543837,66592745.1,16404067.504032576,1.2775436625330938,1.2431459072979805,1.0,0.7768221385839853
406,913,27,3203,1600,3,3711.379199996591,1,14044.774400003254,0.0,1.0,87000727,23441616.259551145,60910183.9,16411738.229296524,1.0887354107075526,1.0612916493124545,1.0,0.778933919638931
407,914,28,3203,1600,3,971.2063999995588,0,1646.5152000039816,0.0,1.0,23125627,23811238.27026933,16167506.8,16646828.933589548,-0.3606924827717983,-0.3705708609067906,1.0,0.8436553219101216
408,915,29,3203,1600,3,361.01759999990463,0,14339.558399997652,118.78400000184774,0.0,8659395,23986074.36313988,6154809.5,17048502.621483345,-0.688954359063868,-0.6909988464294419,1.0,0.9542376795329216
409,916,30,3203,1600,3,709.0751999989152,0,4681.60000000149,0.0,0.0,16647376,23477588.83687579,11732168.9,16545732.949083464,-0.5076943301326714,-0.5125112737473213,1.0,0.8158231968548288
410,917,31,3203,1600,3,1683.961599998176,1,1036.1600000038743,0.0,0.0,39573301,23500120.786627717,27788014.0,16501572.244895669,0.012531472704672,0.0013105214303607,1.0,0.8036655800366197
411,918,32,3203,1600,3,389.49760000407696,0,319.500799998641,0.0,1.0,9536890,24485105.94134643,6765915.7,17370879.05016406,-0.6690425979959611,-0.6714421253242905,1.0,1.0429891875355009
412,919,33,3203,1600,3,647.7375999987125,0,14413.4143999964,1609.6895999982953,0.0,15474481,23890045.90752607,10948544.2,16902746.112039447,-0.5343091883344192,-0.537588960259106,1.0,0.9141103350267568
413,920,34,3203,1600,3,348.7423999980092,0,27782.297600001097,0.0,0.0,8524728,24444197.20701774,6078353.3,17429349.858332966,-0.6920101680744399,-0.6934456103146057,1.0,1.0590864326732947
414,921,35,3203,1600,3,360.79999999701977,0,57.34400000423193,0.0,0.0,8790911,24365052.66095513,6280491.2,17407126.385953095,-0.68597005126883,-0.6869767599984398,1.0,1.05296822268245
415,922,36,3203,1600,3,2322.975999996066,1,5938.918400004506,0.0,0.0,54233407,23346520.58398014,37976390.7,16348163.175196093,0.3451926592666343,0.3273606280012363,1.0,0.7614314553742526
416,923,37,3203,1600,3,1692.038400001824,1,19410.3423999995,1142.7328000068665,1.0,39680828,23451493.77222008,27871411.0,16472091.29530982,0.0149714318296229,0.0039794059384975,1.0,0.7955493578183904
417,924,38,3203,1600,3,643.526399999857,0,14777.983999997376,458.7648000046611,1.0,15394611,23922267.990875624,10861954.8,16878802.175019417,-0.5361215660191851,-0.5403600084770136,1.0,0.9075184743043616
418,925,39,3203,1600,3,1401.2863999977708,0,4316.979200005531,0.0,0.0,32447260,23155337.838183276,23062997.4,16458446.61022664,-0.1491697629173072,-0.1499002368034956,1.0,0.7917929219576528
419,926,40,3203,1600,3,475.6543999984861,0,401.3951999992132,0.0,0.0,11442435,24056195.00216212,8088487.1,17004966.42105223,-0.6258027427897835,-0.6291169778925517,1.0,0.942251991073078
420,927,41,3203,1600,3,2298.5152000039816,1,2383.679999999702,82.03519999980927,0.0,53773030,23394681.05318897,37765962.1,16430590.539464165,0.3347459708807633,0.3206264573403144,1.0,0.7841240353169218
421,928,42,3203,1600,3,987.526399999857,0,13311.475199997423,0.0,1.0,23103502,23395325.93761883,16368598.5,16575352.82094977,-0.3611945343089893,-0.364135491255066,1.0,0.8239776649272494
422,929,43,3203,1600,3,2011.475199997425,1,2961.446400001645,0.0,0.0,46759008,23246127.02163062,33180564.9,16495637.082695562,0.1755866250280316,0.1738838221048313,1.0,0.8020316063690819
423,930,44,3203,1600,3,1089.8880000039935,0,22601.075199998915,20.518399998545647,1.0,25088788,23019602.014067568,17954421.8,16473639.309666878,-0.3161452286337881,-0.3133857132293303,1.0,0.7959755323037915
424,931,45,3203,1600,3,2998.598400004208,1,3649.4975999966255,0.0,0.0,69328688,23120364.50092907,49011976.7,16344961.93285877,0.6877286606397651,0.6805232659092028,1.0,0.7605501406761472
425,932,46,3203,1600,3,2437.459200002253,1,13663.910399995744,315.55840001255274,1.0,56857295,23326460.192624945,39976686.8,16400966.547445407,0.4047328628289887,0.3913744327301393,1.0,0.7759684329502082
426,933,47,3203,1600,3,594.374399997294,0,18390.57919999957,102.3872000053525,1.0,14147738,23802737.803082388,10013738.8,16847527.080650836,-0.5644151030285406,-0.5675047563930503,1.0,0.8989083169194256
